,index,AceDbF,Cource,FirstSecond,OpponentPlayer,Server,Set,Speed,TotalGame,Tournament,WinLose,ScoreServer,ScoreReturner,Side,WonA,WonB
0,0,Ac,c,1,セルゲイ・スタコフスキー,蛸,1.0,120,1,201707ウィンブルドン,×,0,0,Deuce,0,1
1,1,,c,1,セルゲイ・スタコフスキー,蛸,1.0,,1,201707ウィンブルドン,×,0,15,Ad,0,1
2,2,,w,1,セルゲイ・スタコフスキー,蛸,1.0,117,1,201707ウィンブルドン,×,0,30,Deuce,0,1
3,3,,w,2,セルゲイ・スタコフスキー,蛸,1.0,,1,201707ウィンブルドン,○,0,40,Ad,1,0
4,4,,c,1,セルゲイ・スタコフスキー,蛸,1.0,123,1,201707ウィンブルドン,×,15,40,Deuce,0,1
5,5,Ac,c,1,セルゲイ・スタコフスキー,蛸,1.0,120,1,201707ウィンブルドン,×,,,Ad,0,1
6,10,,c,2,セルゲイ・スタコフスキー,圭,1.0,,2,201707ウィンブルドン,○,0,0,Deuce,1,0
7,11,,c,2,セルゲイ・スタコフスキー,圭,1.0,,2,201707ウィンブルドン,○,15,0,Ad,1,0
8,12,Ac,c,1,セルゲイ・スタコフスキー,圭,1.0,115,2,201707ウィンブルドン,○,30,0,Deuce,1,0
9,13,,w,1,セルゲイ・スタコフスキー,圭,1.0,107,2,201707ウィンブルドン,×,40,0,Ad,0,1
10,14,,c,1,セルゲイ・スタコフスキー,圭,1.0,119,2,201707ウィンブルドン,○,40,15,Deuce,1,0
11,25,,b,2,セルゲイ・スタコフスキー,蛸,1.0,106,3,201707ウィンブルドン,×,0,0,Deuce,0,1
12,26,,w,1,セルゲイ・スタコフスキー,蛸,1.0,120,3,201707ウィンブルドン,×,0,15,Ad,0,1
13,27,Ac,c,1,セルゲイ・スタコフスキー,蛸,1.0,125,3,201707ウィンブルドン,×,0,30,Deuce,0,1
14,28,Zr,w,1,セルゲイ・スタコフスキー,蛸,1.0,107,3,201707ウィンブルドン,×,0,40,Ad,0,1
15,43,,c,2,セルゲイ・スタコフスキー,圭,1.0,,4,201707ウィンブルドン,○,0,0,Deuce,1,0
16,44,,w,2,セルゲイ・スタコフスキー,圭,1.0,,4,201707ウィンブルドン,○,15,0,Ad,1,0
17,45,,c,1,セルゲイ・スタコフスキー,圭,1.0,115,4,201707ウィンブルドン,○,30,0,Deuce,1,0
18,46,Do,o,2,セルゲイ・スタコフスキー,圭,1.0,,4,201707ウィンブルドン,×,40,0,Ad,0,1
19,65,,c,1,セルゲイ・スタコフスキー,蛸,1.0,119,5,201707ウィンブルドン,×,0,0,Deuce,0,1
20,66,,c,2,セルゲイ・スタコフスキー,蛸,1.0,104,5,201707ウィンブルドン,○,0,15,Ad,1,0
21,67,,b,2,セルゲイ・スタコフスキー,蛸,1.0,101,5,201707ウィンブルドン,○,15,15,Deuce,1,0
22,68,,c,1,セルゲイ・スタコフスキー,蛸,1.0,119,5,201707ウィンブルドン,×,30,15,Ad,0,1
23,69,,c,1,セルゲイ・スタコフスキー,蛸,1.0,119,5,201707ウィンブルドン,○,30,30,Deuce,1,0
24,70,,w,1,セルゲイ・スタコフスキー,蛸,1.0,113,5,201707ウィンブルドン,○,40,30,Ad,1,0
25,95,,b,1,セルゲイ・スタコフスキー,圭,1.0,114,6,201707ウィンブルドン,○,0,0,Deuce,1,0
26,96,,w,2,セルゲイ・スタコフスキー,圭,1.0,,6,201707ウィンブルドン,○,15,0,Ad,1,0
27,97,,w,1,セルゲイ・スタコフスキー,圭,1.0,,6,201707ウィンブルドン,○,30,0,Deuce,1,0
28,98,,c,1,セルゲイ・スタコフスキー,圭,1.0,,6,201707ウィンブルドン,×,40,0,Ad,0,1
29,99,,b,2,セルゲイ・スタコフスキー,圭,1.0,,6,201707ウィンブルドン,○,40,15,Deuce,1,0
30,129,,w,2,セルゲイ・スタコフスキー,蛸,1.0,104,7,201707ウィンブルドン,×,0,0,Deuce,0,1
31,130,,w,1,セルゲイ・スタコフスキー,蛸,1.0,123,7,201707ウィンブルドン,×,0,15,Ad,0,1
32,131,,b,1,セルゲイ・スタコフスキー,蛸,1.0,113,7,201707ウィンブルドン,×,0,30,Deuce,0,1
33,132,Ac,c,1,セルゲイ・スタコフスキー,蛸,1.0,122,7,201707ウィンブルドン,×,0,40,Ad,0,1
34,166,,w,1,セルゲイ・スタコフスキー,圭,1.0,,8,201707ウィンブルドン,○,0,0,Deuce,1,0
35,167,,w,1,セルゲイ・スタコフスキー,圭,1.0,107,8,201707ウィンブルドン,×,15,0,Ad,0,1
36,168,,w,1,セルゲイ・スタコフスキー,圭,1.0,100,8,201707ウィンブルドン,×,15,15,Deuce,0,1
37,169,,w,1,セルゲイ・スタコフスキー,圭,1.0,116,8,201707ウィンブルドン,×,15,30,Ad,0,1
