index,Tournament,OpponentPlayer,Set,TotalGame,Server,WinLose,FirstSecond,Cource,Speed,AceDbF,ScoreServer,ScoreReturner,Side,WonA,WonB
15,201808全米オープン,マーテラー,3,3,丸,○,2,c,165,,15,40,Deuce,1,0
16,201808全米オープン,マーテラー,3,3,丸,○,1,c,188,,30,40,Ad,1,0
17,201808全米オープン,マーテラー,3,3,丸,×,2,c,159,,40,40,Deuce,0,1
18,201808全米オープン,マーテラー,3,3,丸,×,1,c,205,,40,Ad,Ad,0,1
19,201808全米オープン,マーテラー,3,4,圭,○,1,w,151,,0,0,Deuce,1,0
20,201808全米オープン,マーテラー,3,4,圭,○,2,c,141,,15,0,Ad,1,0
21,201808全米オープン,マーテラー,3,4,圭,○,2,w,143,,30,0,Deuce,1,0
22,201808全米オープン,マーテラー,3,4,圭,○,2,c,136,,40,0,Ad,1,0
46,201808全米オープン,マーテラー,3,5,丸,×,1,c,196,Ac,0,0,Deuce,0,1
47,201808全米オープン,マーテラー,3,5,丸,×,1,c,173,,0,15,Ad,0,1
48,201808全米オープン,マーテラー,3,5,丸,×,1,w,19,,0,30,Deuce,0,1
49,201808全米オープン,マーテラー,3,5,丸,○,2,o,,Do,0,40,Ad,1,0
50,201808全米オープン,マーテラー,3,5,丸,×,1,c,196,,15,40,Deuce,0,1
79,201808全米オープン,マーテラー,3,6,圭,○,1,w,151,Aw,0,0,Deuce,1,0
80,201808全米オープン,マーテラー,3,6,圭,×,1,c,183,,15,0,Ad,0,1
81,201808全米オープン,マーテラー,3,6,圭,○,2,w,144,,15,15,Deuce,1,0
82,201808全米オープン,マーテラー,3,6,圭,○,1,w,183,,30,15,Ad,1,0
83,201808全米オープン,マーテラー,3,6,圭,○,2,w,141,,40,15,Deuce,1,0
117,201808全米オープン,マーテラー,3,7,丸,×,1,w,167,,0,0,Deuce,0,1
118,201808全米オープン,マーテラー,3,7,丸,×,1,w,189,,0,15,Ad,0,1
119,201808全米オープン,マーテラー,3,7,丸,○,1,c,197,,0,30,Deuce,1,0
120,201808全米オープン,マーテラー,3,7,丸,○,1,w,189,,15,30,Ad,1,0
121,201808全米オープン,マーテラー,3,7,丸,×,1,c,189,,30,30,Deuce,0,1
122,201808全米オープン,マーテラー,3,7,丸,○,1,w,189,,30,40,Ad,1,0
123,201808全米オープン,マーテラー,3,7,丸,○,1,c,188,,40,40,Deuce,1,0
124,201808全米オープン,マーテラー,3,7,丸,×,1,c,202,,Ad,40,Ad,0,1
170,201808全米オープン,マーテラー,3,8,圭,○,1,w,151,,0,0,Deuce,1,0
171,201808全米オープン,マーテラー,3,8,圭,○,1,c,168,,15,0,Ad,1,0
172,201808全米オープン,マーテラー,3,8,圭,○,1,w,140,,30,0,Deuce,1,0
173,201808全米オープン,マーテラー,3,8,圭,○,1,w,,,40,0,Ad,1,0
268,201808全米オープン,マーテラー,3,9,丸,○,2,w,156,,0,0,Deuce,1,0
269,201808全米オープン,マーテラー,3,9,丸,○,2,w,162,,15,0,Ad,1,0
270,201808全米オープン,マーテラー,3,9,丸,○,1,w,175,,30,0,Deuce,1,0
271,201808全米オープン,マーテラー,3,9,丸,○,,,175,,40,0,Ad,1,0
0,201808全米オープン,フィリップ・コールシュライバー,1,1,圭,○,2,c,143,,0,0,Deuce,1,0
1,201808全米オープン,フィリップ・コールシュライバー,1,1,圭,×,1,w,180,,15,0,Ad,0,1
2,201808全米オープン,フィリップ・コールシュライバー,1,1,圭,○,2,c,133,,15,15,Deuce,1,0
3,201808全米オープン,フィリップ・コールシュライバー,1,1,圭,×,1,c,168,,30,15,Ad,0,1
4,201808全米オープン,フィリップ・コールシュライバー,1,1,圭,×,2,w,141,,30,30,Deuce,0,1
5,201808全米オープン,フィリップ・コールシュライバー,1,1,圭,○,2,w,122,,30,40,Ad,1,0
6,201808全米オープン,フィリップ・コールシュライバー,1,1,圭,○,1,w,164,,40,40,Deuce,1,0
7,201808全米オープン,フィリップ・コールシュライバー,1,1,圭,○,1,w,178,,Ad,40,Ad,1,0
16,201808全米オープン,フィリップ・コールシュライバー,1,2,氷,○,2,c,144,,0,0,Deuce,1,0
17,201808全米オープン,フィリップ・コールシュライバー,1,2,氷,×,1,w,180,,15,0,Ad,0,1
18,201808全米オープン,フィリップ・コールシュライバー,1,2,氷,×,1,b,186,,15,15,Deuce,0,1
19,201808全米オープン,フィリップ・コールシュライバー,1,2,氷,○,1,w,186,,15,30,Ad,1,0
20,201808全米オープン,フィリップ・コールシュライバー,1,2,氷,○,2,n,,Dn,30,30,Deuce,1,0
21,201808全米オープン,フィリップ・コールシュライバー,1,2,氷,×,1,c,177,,40,30,Ad,0,1
50,201808全米オープン,フィリップ・コールシュライバー,1,3,圭,○,1,c,181,Ac,0,0,Deuce,1,0
51,201808全米オープン,フィリップ・コールシュライバー,1,3,圭,×,2,w,128,,15,0,Ad,0,1
52,201808全米オープン,フィリップ・コールシュライバー,1,3,圭,×,2,n,,Dn,15,15,Deuce,0,1
53,201808全米オープン,フィリップ・コールシュライバー,1,3,圭,×,2,w,125,,15,30,Ad,0,1
54,201808全米オープン,フィリップ・コールシュライバー,1,3,圭,×,2,c,144,,15,40,Deuce,0,1
55,201808全米オープン,フィリップ・コールシュライバー,1,4,氷,○,2,b,149,,0,0,Deuce,1,0
56,201808全米オープン,フィリップ・コールシュライバー,1,4,氷,×,1,c,186,,15,0,Ad,0,1
57,201808全米オープン,フィリップ・コールシュライバー,1,4,氷,○,2,b,156,,15,15,Deuce,1,0
58,201808全米オープン,フィリップ・コールシュライバー,1,4,氷,○,1,w,185,,30,15,Ad,1,0
59,201808全米オープン,フィリップ・コールシュライバー,1,4,氷,×,1,c,194,Ac,40,15,Deuce,0,1
60,201808全米オープン,フィリップ・コールシュライバー,1,4,氷,○,1,w,183,,40,30,Ad,1,0
86,201808全米オープン,フィリップ・コールシュライバー,1,5,圭,○,1,w,164,,0,0,Deuce,1,0
87,201808全米オープン,フィリップ・コールシュライバー,1,5,圭,○,1,w,172,,15,0,Ad,1,0
88,201808全米オープン,フィリップ・コールシュライバー,1,5,圭,○,2,w,149,,30,0,Deuce,1,0
89,201808全米オープン,フィリップ・コールシュライバー,1,5,圭,×,2,w,154,,40,0,Ad,0,1
90,201808全米オープン,フィリップ・コールシュライバー,1,5,圭,○,1,w,156,Aw,40,15,Deuce,1,0
121,201808全米オープン,フィリップ・コールシュライバー,1,6,氷,×,1,w,164,,0,0,Deuce,0,1
122,201808全米オープン,フィリップ・コールシュライバー,1,6,氷,×,1,w,133,,0,15,Ad,0,1
123,201808全米オープン,フィリップ・コールシュライバー,1,6,氷,×,2,w,154,,0,30,Deuce,0,1
124,201808全米オープン,フィリップ・コールシュライバー,1,6,氷,×,1,w,188,Aw,0,40,Ad,0,1
159,201808全米オープン,フィリップ・コールシュライバー,1,7,圭,○,1,c,194,Ac,0,0,Deuce,1,0
160,201808全米オープン,フィリップ・コールシュライバー,1,7,圭,○,1,c,178,,15,0,Ad,1,0
161,201808全米オープン,フィリップ・コールシュライバー,1,7,圭,○,2,c,130,,30,0,Deuce,1,0
162,201808全米オープン,フィリップ・コールシュライバー,1,7,圭,○,1,w,175,,40,0,Ad,1,0
201,201808全米オープン,フィリップ・コールシュライバー,1,8,氷,×,1,c,196,Ac,0,0,Deuce,0,1
202,201808全米オープン,フィリップ・コールシュライバー,1,8,氷,×,1,w,148,,0,15,Ad,0,1
203,201808全米オープン,フィリップ・コールシュライバー,1,8,氷,×,1,w,165,Aw,0,30,Deuce,0,1
245,201808全米オープン,フィリップ・コールシュライバー,1,9,圭,×,2,n,,Dn,0,0,Deuce,0,1
246,201808全米オープン,フィリップ・コールシュライバー,1,9,圭,○,1,w,130,,0,15,Ad,1,0
247,201808全米オープン,フィリップ・コールシュライバー,1,9,圭,○,2,w,141,,15,15,Deuce,1,0
248,201808全米オープン,フィリップ・コールシュライバー,1,9,圭,○,1,w,177,,30,15,Ad,1,0
249,201808全米オープン,フィリップ・コールシュライバー,1,9,圭,○,1,w,159,,40,15,Deuce,1,0
0,201808全米オープン,フィリップ・コールシュライバー,2,1,氷,×,1,w,159,Aw,0,0,Deuce,0,1
1,201808全米オープン,フィリップ・コールシュライバー,2,1,氷,○,2,w,141,,0,15,Ad,1,0
2,201808全米オープン,フィリップ・コールシュライバー,2,1,氷,○,1,c,194,,15,15,Deuce,1,0
3,201808全米オープン,フィリップ・コールシュライバー,2,1,氷,×,1,c,175,,30,15,Ad,0,1
4,201808全米オープン,フィリップ・コールシュライバー,2,1,氷,○,2,w,165,,30,30,Deuce,1,0
5,201808全米オープン,フィリップ・コールシュライバー,2,1,氷,○,1,w,188,,40,30,Ad,1,0
7,201808全米オープン,フィリップ・コールシュライバー,2,1,氷,○,2,w,141,,Ad,40,Ad,1,0
12,201808全米オープン,フィリップ・コールシュライバー,2,2,圭,○,1,w,152,,0,0,Deuce,1,0
13,201808全米オープン,フィリップ・コールシュライバー,2,2,圭,○,1,w,144,,15,0,Ad,1,0
14,201808全米オープン,フィリップ・コールシュライバー,2,2,圭,×,1,w,168,,30,0,Deuce,0,1
15,201808全米オープン,フィリップ・コールシュライバー,2,2,圭,×,2,w,125,,30,15,Ad,0,1
16,201808全米オープン,フィリップ・コールシュライバー,2,2,圭,○,2,c,136,,30,30,Deuce,1,0
17,201808全米オープン,フィリップ・コールシュライバー,2,2,圭,○,2,w,127,,40,30,Ad,1,0
30,201808全米オープン,フィリップ・コールシュライバー,2,3,氷,○,1,c,151,,0,0,Deuce,1,0
31,201808全米オープン,フィリップ・コールシュライバー,2,3,氷,×,1,w,185,,15,0,Ad,0,1
32,201808全米オープン,フィリップ・コールシュライバー,2,3,氷,○,2,c,157,,15,15,Deuce,1,0
33,201808全米オープン,フィリップ・コールシュライバー,2,3,氷,×,1,c,185,Ac,30,15,Ad,0,1
34,201808全米オープン,フィリップ・コールシュライバー,2,3,氷,×,1,w,165,,30,30,Deuce,0,1
35,201808全米オープン,フィリップ・コールシュライバー,2,3,氷,×,1,c,168,,30,40,Ad,0,1
54,201808全米オープン,フィリップ・コールシュライバー,2,4,圭,○,1,w,154,,0,0,Deuce,1,0
55,201808全米オープン,フィリップ・コールシュライバー,2,4,圭,○,1,c,16,,15,0,Ad,1,0
56,201808全米オープン,フィリップ・コールシュライバー,2,4,圭,×,2,n,,Dn,30,0,Deuce,0,1
57,201808全米オープン,フィリップ・コールシュライバー,2,4,圭,○,2,w,125,,30,15,Ad,1,0
58,201808全米オープン,フィリップ・コールシュライバー,2,4,圭,○,1,c,185,,40,15,Deuce,1,0
82,201808全米オープン,フィリップ・コールシュライバー,2,5,氷,○,1,w,157,,0,0,Deuce,1,0
83,201808全米オープン,フィリップ・コールシュライバー,2,5,氷,○,1,w,181,,15,0,Ad,1,0
84,201808全米オープン,フィリップ・コールシュライバー,2,5,氷,○,1,w,181,,30,0,Deuce,1,0
85,201808全米オープン,フィリップ・コールシュライバー,2,5,氷,×,1,w,189,,40,0,Ad,0,1
86,201808全米オープン,フィリップ・コールシュライバー,2,5,氷,○,2,c,149,,40,15,Deuce,1,0
115,201808全米オープン,フィリップ・コールシュライバー,2,6,圭,×,2,c,140,,0,0,Deuce,0,1
116,201808全米オープン,フィリップ・コールシュライバー,2,6,圭,○,1,c,172,,0,15,Ad,1,0
117,201808全米オープン,フィリップ・コールシュライバー,2,6,圭,○,1,c,189,,15,15,Deuce,1,0
118,201808全米オープン,フィリップ・コールシュライバー,2,6,圭,○,1,c,172,,30,15,Ad,1,0
119,201808全米オープン,フィリップ・コールシュライバー,2,6,圭,○,1,w,154,,40,15,Deuce,1,0
153,201808全米オープン,フィリップ・コールシュライバー,2,7,氷,×,2,c,,,0,0,Deuce,0,1
154,201808全米オープン,フィリップ・コールシュライバー,2,7,氷,×,5,w,152,,0,15,Ad,0,1
155,201808全米オープン,フィリップ・コールシュライバー,2,7,氷,○,1,w,160,,0,30,Deuce,1,0
156,201808全米オープン,フィリップ・コールシュライバー,2,7,氷,○,2,c,175,,15,30,Ad,1,0
157,201808全米オープン,フィリップ・コールシュライバー,2,7,氷,×,1,c,199,,30,30,Deuce,0,1
158,201808全米オープン,フィリップ・コールシュライバー,2,7,氷,○,2,w,152,,30,40,Ad,1,0
159,201808全米オープン,フィリップ・コールシュライバー,2,7,氷,×,2,b,157,,40,40,Deuce,0,1
160,201808全米オープン,フィリップ・コールシュライバー,2,7,氷,○,1,c,188,,40,Ad,Ad,1,0
202,201808全米オープン,フィリップ・コールシュライバー,2,8,圭,×,1,w,165,,0,0,Deuce,0,1
203,201808全米オープン,フィリップ・コールシュライバー,2,8,圭,○,2,w,140,,0,15,Ad,1,0
204,201808全米オープン,フィリップ・コールシュライバー,2,8,圭,○,2,c,146,,15,15,Deuce,1,0
205,201808全米オープン,フィリップ・コールシュライバー,2,8,圭,○,1,b,165,,30,15,Ad,1,0
206,201808全米オープン,フィリップ・コールシュライバー,2,8,圭,○,2,c,143,,40,15,Deuce,1,0
0,201808全米オープン,フィリップ・コールシュライバー,3,1,氷,×,1,w,157,,0,0,Deuce,0,1
1,201808全米オープン,フィリップ・コールシュライバー,3,1,氷,×,1,w,180,,0,15,Ad,0,1
2,201808全米オープン,フィリップ・コールシュライバー,3,1,氷,○,2,b,156,,0,30,Deuce,1,0
3,201808全米オープン,フィリップ・コールシュライバー,3,1,氷,×,1,w,157,,15,30,Ad,0,1
4,201808全米オープン,フィリップ・コールシュライバー,3,1,氷,×,1,w,165,,15,40,Deuce,0,1
10,201808全米オープン,フィリップ・コールシュライバー,3,2,圭,○,1,b,177,,0,0,Deuce,1,0
11,201808全米オープン,フィリップ・コールシュライバー,3,2,圭,○,1,w,133,,15,0,Ad,1,0
12,201808全米オープン,フィリップ・コールシュライバー,3,2,圭,○,2,w,127,,30,0,Deuce,1,0
13,201808全米オープン,フィリップ・コールシュライバー,3,2,圭,○,,,127,,40,0,Ad,1,0
23,201808全米オープン,フィリップ・コールシュライバー,3,3,氷,×,1,b,193,,0,0,Deuce,0,1
24,201808全米オープン,フィリップ・コールシュライバー,3,3,氷,○,1,c,186,,0,15,Ad,1,0
25,201808全米オープン,フィリップ・コールシュライバー,3,3,氷,○,1,b,196,,15,15,Deuce,1,0
26,201808全米オープン,フィリップ・コールシュライバー,3,3,氷,○,2,w,144,,30,15,Ad,1,0
27,201808全米オープン,フィリップ・コールシュライバー,3,3,氷,×,1,c,196,Ac,40,15,Deuce,0,1
28,201808全米オープン,フィリップ・コールシュライバー,3,3,氷,×,1,w,196,,40,30,Ad,0,1
29,201808全米オープン,フィリップ・コールシュライバー,3,3,氷,○,2,w,156,,40,40,Deuce,1,0
30,201808全米オープン,フィリップ・コールシュライバー,3,3,氷,×,1,c,189,,Ad,40,Ad,0,1
32,201808全米オープン,フィリップ・コールシュライバー,3,3,氷,×,2,w,151,,40,Ad,Ad,0,1
52,201808全米オープン,フィリップ・コールシュライバー,3,4,圭,○,1,w,157,,0,0,Deuce,1,0
53,201808全米オープン,フィリップ・コールシュライバー,3,4,圭,○,1,c,172,,15,0,Ad,1,0
54,201808全米オープン,フィリップ・コールシュライバー,3,4,圭,○,1,w,149,Aw,30,0,Deuce,1,0
55,201808全米オープン,フィリップ・コールシュライバー,3,4,圭,○,2,w,140,,40,0,Ad,1,0
79,201808全米オープン,フィリップ・コールシュライバー,3,5,氷,○,1,c,186,,0,0,Deuce,1,0
80,201808全米オープン,フィリップ・コールシュライバー,3,5,氷,×,2,w,157,,15,0,Ad,0,1
81,201808全米オープン,フィリップ・コールシュライバー,3,5,氷,×,1,w,177,,15,15,Deuce,0,1
82,201808全米オープン,フィリップ・コールシュライバー,3,5,氷,×,1,c,191,,15,30,Ad,0,1
83,201808全米オープン,フィリップ・コールシュライバー,3,5,氷,×,1,c,199,,15,40,Deuce,0,1
112,201808全米オープン,フィリップ・コールシュライバー,3,6,圭,○,2,c,131,,0,0,Deuce,1,0
113,201808全米オープン,フィリップ・コールシュライバー,3,6,圭,○,1,c,168,,15,0,Ad,1,0
114,201808全米オープン,フィリップ・コールシュライバー,3,6,圭,×,1,c,181,,30,0,Deuce,0,1
115,201808全米オープン,フィリップ・コールシュライバー,3,6,圭,×,2,n,,Dn,30,15,Ad,0,1
116,201808全米オープン,フィリップ・コールシュライバー,3,6,圭,○,1,c,186,Ac,30,30,Deuce,1,0
117,201808全米オープン,フィリップ・コールシュライバー,3,6,圭,×,1,w,160,,40,30,Ad,0,1
118,201808全米オープン,フィリップ・コールシュライバー,3,6,圭,○,1,w,148,,40,40,Deuce,1,0
119,201808全米オープン,フィリップ・コールシュライバー,3,6,圭,×,1,w,181,,Ad,40,Ad,0,1
160,201808全米オープン,フィリップ・コールシュライバー,3,7,氷,○,2,o,,Do,0,0,Deuce,1,0
161,201808全米オープン,フィリップ・コールシュライバー,3,7,氷,×,1,c,189,,15,0,Ad,0,1
162,201808全米オープン,フィリップ・コールシュライバー,3,7,氷,○,2,s,,Ds,15,15,Deuce,1,0
163,201808全米オープン,フィリップ・コールシュライバー,3,7,氷,×,1,b,193,,30,15,Ad,0,1
164,201808全米オープン,フィリップ・コールシュライバー,3,7,氷,×,1,c,193,,30,30,Deuce,0,1
165,201808全米オープン,フィリップ・コールシュライバー,3,7,氷,○,1,c,194,,30,40,Ad,1,0
166,201808全米オープン,フィリップ・コールシュライバー,3,7,氷,○,1,w,172,,40,40,Deuce,1,0
167,201808全米オープン,フィリップ・コールシュライバー,3,7,氷,○,2,w,141,,Ad,40,Ad,1,0
214,201808全米オープン,フィリップ・コールシュライバー,3,8,圭,○,1,c,181,,0,0,Deuce,1,0
215,201808全米オープン,フィリップ・コールシュライバー,3,8,圭,×,1,w,173,,15,0,Ad,0,1
216,201808全米オープン,フィリップ・コールシュライバー,3,8,圭,×,2,c,138,,15,15,Deuce,0,1
217,201808全米オープン,フィリップ・コールシュライバー,3,8,圭,○,2,w,123,,15,30,Ad,1,0
218,201808全米オープン,フィリップ・コールシュライバー,3,8,圭,○,1,c,180,,30,30,Deuce,1,0
219,201808全米オープン,フィリップ・コールシュライバー,3,8,圭,○,1,w,128,,40,30,Ad,1,0
272,201808全米オープン,フィリップ・コールシュライバー,3,9,氷,×,2,c,144,,0,0,Deuce,0,1
273,201808全米オープン,フィリップ・コールシュライバー,3,9,氷,×,2,w,143,,0,15,Ad,0,1
274,201808全米オープン,フィリップ・コールシュライバー,3,9,氷,×,1,c,196,,0,30,Deuce,0,1
275,201808全米オープン,フィリップ・コールシュライバー,3,9,氷,×,2,c,173,,0,40,Ad,0,1
332,201808全米オープン,フィリップ・コールシュライバー,3,10,圭,○,1,w,136,,0,0,Deuce,1,0
333,201808全米オープン,フィリップ・コールシュライバー,3,10,圭,○,1,c,183,,15,0,Ad,1,0
334,201808全米オープン,フィリップ・コールシュライバー,3,10,圭,×,1,w,154,,30,0,Deuce,0,1
335,201808全米オープン,フィリップ・コールシュライバー,3,10,圭,×,2,w,117,,30,15,Ad,0,1
336,201808全米オープン,フィリップ・コールシュライバー,3,10,圭,×,2,n,,Dn,30,30,Deuce,0,1
337,201808全米オープン,フィリップ・コールシュライバー,3,10,圭,○,1,w,168,,30,40,Ad,1,0
338,201808全米オープン,フィリップ・コールシュライバー,3,10,圭,×,2,w,136,,40,40,Deuce,0,1
339,201808全米オープン,フィリップ・コールシュライバー,3,10,圭,○,2,w,128,,40,Ad,Ad,1,0
408,201808全米オープン,フィリップ・コールシュライバー,3,11,氷,×,2,c,149,,0,0,Deuce,0,1
409,201808全米オープン,フィリップ・コールシュライバー,3,11,氷,×,1,w,185,,0,15,Ad,0,1
410,201808全米オープン,フィリップ・コールシュライバー,3,11,氷,○,1,w,170,,0,30,Deuce,1,0
411,201808全米オープン,フィリップ・コールシュライバー,3,11,氷,○,1,c,186,,15,30,Ad,1,0
412,201808全米オープン,フィリップ・コールシュライバー,3,11,氷,×,1,c,193,,30,30,Deuce,0,1
413,201808全米オープン,フィリップ・コールシュライバー,3,11,氷,○,1,w,144,,30,40,Ad,1,0
414,201808全米オープン,フィリップ・コールシュライバー,3,11,氷,×,2,c,152,,40,40,Deuce,0,1
415,201808全米オープン,フィリップ・コールシュライバー,3,11,氷,○,2,w,152,,40,Ad,Ad,1,0
417,201808全米オープン,フィリップ・コールシュライバー,3,11,氷,○,1,w,191,,Ad,40,Ad,1,0
494,201808全米オープン,フィリップ・コールシュライバー,3,12,圭,×,2,w,146,,0,0,Deuce,0,1
495,201808全米オープン,フィリップ・コールシュライバー,3,12,圭,○,1,w,175,,0,15,Ad,1,0
496,201808全米オープン,フィリップ・コールシュライバー,3,12,圭,○,1,c,183,,15,15,Deuce,1,0
497,201808全米オープン,フィリップ・コールシュライバー,3,12,圭,○,2,w,138,,30,15,Ad,1,0
498,201808全米オープン,フィリップ・コールシュライバー,3,12,圭,×,1,w,148,,40,15,Deuce,0,1
499,201808全米オープン,フィリップ・コールシュライバー,3,12,圭,○,2,w,119,,40,30,Ad,1,0
0,201808全米オープン,ガエル・モンフィス,1,1,蛙,○,1,w,160,,0,0,Deuce,1,0
1,201808全米オープン,ガエル・モンフィス,1,1,蛙,×,1,c,185,,15,0,Ad,0,1
2,201808全米オープン,ガエル・モンフィス,1,1,蛙,○,1,w,175,,15,15,Deuce,1,0
3,201808全米オープン,ガエル・モンフィス,1,1,蛙,×,1,c,180,,30,15,Ad,0,1
4,201808全米オープン,ガエル・モンフィス,1,1,蛙,○,1,w,178,,30,30,Deuce,1,0
5,201808全米オープン,ガエル・モンフィス,1,1,蛙,○,1,w,160,,40,30,Ad,1,0
7,201808全米オープン,ガエル・モンフィス,1,1,蛙,○,1,w,175,,Ad,40,Ad,1,0
10,201808全米オープン,ガエル・モンフィス,1,2,圭,○,2,c,133,,0,0,Deuce,1,0
11,201808全米オープン,ガエル・モンフィス,1,2,圭,○,1,w,173,,15,0,Ad,1,0
12,201808全米オープン,ガエル・モンフィス,1,2,圭,×,2,c,151,,30,0,Deuce,0,1
13,201808全米オープン,ガエル・モンフィス,1,2,圭,○,2,w,125,,30,15,Ad,1,0
14,201808全米オープン,ガエル・モンフィス,1,2,圭,×,1,c,183,,40,15,Deuce,0,1
15,201808全米オープン,ガエル・モンフィス,1,2,圭,○,1,w,191,,40,30,Ad,1,0
27,201808全米オープン,ガエル・モンフィス,1,3,蛙,×,1,c,196,,0,0,Deuce,0,1
28,201808全米オープン,ガエル・モンフィス,1,3,蛙,×,2,w,144,,0,15,Ad,0,1
29,201808全米オープン,ガエル・モンフィス,1,3,蛙,×,2,w,160,,0,30,Deuce,0,1
30,201808全米オープン,ガエル・モンフィス,1,3,蛙,×,1,w,201,,0,40,Ad,0,1
46,201808全米オープン,ガエル・モンフィス,1,4,圭,○,1,b,178,,0,0,Deuce,1,0
47,201808全米オープン,ガエル・モンフィス,1,4,圭,×,2,w,133,,15,0,Ad,0,1
48,201808全米オープン,ガエル・モンフィス,1,4,圭,○,2,c,144,,15,15,Deuce,1,0
49,201808全米オープン,ガエル・モンフィス,1,4,圭,○,1,c,175,,30,15,Ad,1,0
50,201808全米オープン,ガエル・モンフィス,1,4,圭,○,1,w,151,,40,15,Deuce,1,0
71,201808全米オープン,ガエル・モンフィス,1,5,蛙,×,1,w,165,,0,0,Deuce,0,1
72,201808全米オープン,ガエル・モンフィス,1,5,蛙,○,2,c,151,,0,15,Ad,1,0
73,201808全米オープン,ガエル・モンフィス,1,5,蛙,○,2,o,,Do,15,15,Deuce,1,0
74,201808全米オープン,ガエル・モンフィス,1,5,蛙,×,2,b,133,,30,15,Ad,0,1
75,201808全米オープン,ガエル・モンフィス,1,5,蛙,○,1,c,210,,30,30,Deuce,1,0
76,201808全米オープン,ガエル・モンフィス,1,5,蛙,×,1,w,199,,40,30,Ad,0,1
77,201808全米オープン,ガエル・モンフィス,1,5,蛙,×,1,c,209,Ac,40,40,Deuce,0,1
78,201808全米オープン,ガエル・モンフィス,1,5,蛙,×,2,w,146,,40,Ad,Ad,0,1
107,201808全米オープン,ガエル・モンフィス,1,6,圭,○,1,w,157,,0,0,Deuce,1,0
108,201808全米オープン,ガエル・モンフィス,1,6,圭,○,2,b,146,,15,0,Ad,1,0
109,201808全米オープン,ガエル・モンフィス,1,6,圭,×,2,c,157,,30,0,Deuce,0,1
110,201808全米オープン,ガエル・モンフィス,1,6,圭,×,1,w,183,,30,15,Ad,0,1
111,201808全米オープン,ガエル・モンフィス,1,6,圭,○,2,c,133,,30,30,Deuce,1,0
112,201808全米オープン,ガエル・モンフィス,1,6,圭,○,2,c,148,,40,30,Ad,1,0
147,201808全米オープン,ガエル・モンフィス,1,7,蛙,○,1,w,173,,0,0,Deuce,1,0
148,201808全米オープン,ガエル・モンフィス,1,7,蛙,○,1,w,188,,15,0,Ad,1,0
149,201808全米オープン,ガエル・モンフィス,1,7,蛙,○,1,w,180,,30,0,Deuce,1,0
187,201808全米オープン,ガエル・モンフィス,1,8,圭,×,1,c,186,,0,0,Deuce,0,1
188,201808全米オープン,ガエル・モンフィス,1,8,圭,×,1,w,183,,0,15,Ad,0,1
189,201808全米オープン,ガエル・モンフィス,1,8,圭,○,2,c,146,,0,30,Deuce,1,0
190,201808全米オープン,ガエル・モンフィス,1,8,圭,○,1,c,183,,15,30,Ad,1,0
191,201808全米オープン,ガエル・モンフィス,1,8,圭,○,1,w,159,,30,30,Deuce,1,0
192,201808全米オープン,ガエル・モンフィス,1,8,圭,○,1,c,177,,40,30,Ad,1,0
0,201808全米オープン,ガエル・モンフィス,2,1,蛙,○,1,w,186,,0,0,Deuce,1,0
1,201808全米オープン,ガエル・モンフィス,2,1,蛙,×,1,w,202,,15,0,Ad,0,1
2,201808全米オープン,ガエル・モンフィス,2,1,蛙,×,1,c,199,,15,15,Deuce,0,1
3,201808全米オープン,ガエル・モンフィス,2,1,蛙,×,1,c,186,,15,30,Ad,0,1
4,201808全米オープン,ガエル・モンフィス,2,1,蛙,×,1,c,205,,15,40,Deuce,0,1
10,201808全米オープン,ガエル・モンフィス,2,2,圭,○,2,b,130,,0,0,Deuce,1,0
11,201808全米オープン,ガエル・モンフィス,2,2,圭,×,1,w,140,,15,0,Ad,0,1
12,201808全米オープン,ガエル・モンフィス,2,2,圭,×,2,c,131,,15,15,Deuce,0,1
13,201808全米オープン,ガエル・モンフィス,2,2,圭,×,1,w,,,15,30,Ad,0,1
14,201808全米オープン,ガエル・モンフィス,2,2,圭,×,2,b,,,15,40,Deuce,0,1
25,201808全米オープン,ガエル・モンフィス,2,3,蛙,×,1,w,168,,0,0,Deuce,0,1
26,201808全米オープン,ガエル・モンフィス,2,3,蛙,×,1,c,185,,0,15,Ad,0,1
27,201808全米オープン,ガエル・モンフィス,2,3,蛙,×,1,w,16,,0,30,Deuce,0,1
28,201808全米オープン,ガエル・モンフィス,2,3,蛙,×,0,a,,,0,40,Ad,0,1
43,201808全米オープン,ガエル・モンフィス,2,4,圭,○,1,w,165,,0,0,Deuce,1,0
44,201808全米オープン,ガエル・モンフィス,2,4,圭,○,2,w,135,,15,0,Ad,1,0
45,201808全米オープン,ガエル・モンフィス,2,4,圭,○,2,c,154,,30,0,Deuce,1,0
46,201808全米オープン,ガエル・モンフィス,2,4,圭,○,2,c,162,,40,0,Ad,1,0
65,201808全米オープン,ガエル・モンフィス,2,5,蛙,○,1,c,201,,0,0,Deuce,1,0
66,201808全米オープン,ガエル・モンフィス,2,5,蛙,×,1,c,181,,15,0,Ad,0,1
67,201808全米オープン,ガエル・モンフィス,2,5,蛙,×,1,w,175,,15,15,Deuce,0,1
68,201808全米オープン,ガエル・モンフィス,2,5,蛙,×,1,w,189,,15,30,Ad,0,1
69,201808全米オープン,ガエル・モンフィス,2,5,蛙,○,2,n,,Dn,15,40,Deuce,1,0
